platform-group,text,label
Twitter,kung nakukuha ko lang yung ched unifastscholarship ko hindi sana ako naghahanap ng work ngayon,0
Twitter,"im so sorry i can'trant about mashidam rn. we just lost our scholars 
(TES/UNIFAST) all college students of our school are just relyingwith ched's scholar and becauseof lack of funds we lost our scholars. we don'tknow where to get money for our tuitions.",0
Twitter,"im so sorry i can'trant about mashidam rn. we just lost our scholars 
(TES/UNIFAST) all college students of our school are just relyingwith ched's scholar and becauseof lack of funds we lost our scholars. we don'tknow where to get money for our tuitions.",0
Twitter,"Maraming umaasang mga istudyante sa kolehiyo.

Let us all hope and pray that Congress approves additional funding to accommodate New TES grantees in the next academic year. 

#TertiaryEducationSubsidy
#TES
#CHEDUniFAST 
#RA10931
#PINASkolar",0
Twitter,"Maraming umaasang mga istudyante sa kolehiyo.

Let us all hope and pray that Congress approves additional funding to accommodate New TES grantees in the next academic year. 

#TertiaryEducationSubsidy
#TES
#CHEDUniFAST 
#RA10931
#PINASkolar",0
Twitter,"uhmm okay, may pang confidential fund pero walang budget ang ched & unifast haha ameyzing, huh?",0
Facebook-REGION 11,BAKIT PO KAYA UNTIL NOW WALA PADIN ANG BAGONG LISTAHAN NG NEW GUARANTEES SA TES SECOND YEAR COLLEGE NAPO KAMI PERO UNTIL NOW WALA PADIN ANG RESULTS LAST YEAR PA KAMI NAG APPLY SA SKOL. 😭😢YEAR 2021-2022 PO NA RESULT WALA PADIN UNTIL NOW HALOS ISANG TAON NA KAMI NAGHIHINTAY KAHIT LISTAHAN MAN LANG!,0
Twitter,"dear CHED, 

PAKI BALIK NA PO NG REFUND PARA MAKA SECURE AKO AGAD TIX IF MERON NA. kuha-kuha kayo scholar di niyo naman binabayaran school namin, kami pa nag ambag sa last sem ",0
Facebook-REGION 5,Bakit po hanggang ngayon wala pa po saaming 2nd year na new grantees ng TES. wala na po bang budget ang CHED sa amin?,0
Twitter,Yung sobrang saya mo pero d mo ma ishare ni kahit kanino dahil ayaw ko na malaman nila na may scholar ako Pero yung unang tao na pumasok sa isip ko na gusto kong pasalamatan gusto ko ishare na huy la*bb naka tanggap kog cheke galing ched kaso nahihiya nako I share pero salamat.,0
Twitter,joke time ba kayo ched at unifast??,0
Twitter,"puro nalang TES scholar, wala bang CHED scholar ",0
Youtube, @Ja n  nakakasad dba kasi kung sino pa yung nangangailangan sila pa yung pinagkakaitan. Thats how our government works. Sana maayos na nila at d mararanasan ng kapwa naming mahihirap.,0
Youtube, @jan5504  nakakasad dba kasi kung sino pa yung nangangailangan sila pa yung pinagkakaitan. Thats how our government works. Sana maayos na nila at d mararanasan ng kapwa naming mahihirap.,0
Youtube,Ako rin parang gusto ko Ng tumigil malapit na Ang second semester,0
Youtube,ala na ata hahaha 😢,0
Youtube,BBM Pa more in which education is not a priority. Ã🙃,0
Youtube,Dito po walang sinasabi ang kapitan kung cino lang ang malakas. Bakit po ganon ang sestema ng province. Sa guezon po.,0
Youtube,"Good eve po,nag apply po ang kaptd ko sa schoolarship para po sa kursong educ,,dto po sa probinsya bago ka maging scholarsa sa isang schoolkailangan po magpa adaptsa bayan kung san nakabase ang school,,kami po tagaibang bayan,,at ang nakukuha po sa 60k ,ay 12k, 15k",0
Youtube,Kawawa ang mga studyante katulad ko may kapatid akong nag aaral umaasa sa TESna yan.haaay iba talaga si pangulong duterte may malasakit talga sa kabataan at mga mahihirap.sana gawan ng paraan ni pres. Marcos ito.,0
Youtube,"Makaking pagkakamali na nagpadala ako sa kumbinsi ng school, malayo na school wala pang pinapangakong unifast. akala ko mas makaka tipid na ako sa pag aaral pero ang ending nag overtime nalang ako sa work para mabayaran lahat ng mga kailangan bayaran sa school na yan...",0
Youtube,"Nag apply ako since last year pa and up until now wala pang verification as to when mggrant yung scholarship nmin.. I'm planning to stop next sem kc nbbaon na kme sa utang sa tuition palang sa skul ko, tpos ngaun problema ko pa pano ako mkkpag exam kc wala p kong pambayad..bahala na c batman.. Cguro stop nilang muna then ipon nman pra mkabalik sa skul..",0
Youtube,Naku paano iyan 🥺🥺🥺,0
Youtube,"Panawagan po sa ched napakadami po namin na umaasa sa programang ito, sana po aymatugunan nyo ang aplikasyon namin huhhuhuhuhihu s.y. 2021 2022",0
Youtube,Pano po kaming mga 2nd year students po? Wala na po bang pag-asa?,0
Youtube,"Pilipinas kong Mahal.. Iboto niyo pa yung mga polpol.. 

Sana ibalik nilang c Tatay Digong.. Npakainutil ng administrasyon ngayon.",0
Youtube,Sana po mabigyan Ng pansin kaming mga magulang na nangangailangan Ng tulong Ng ating gobyerno😓bigyan po sna Ng ating mahal na pangulo at vice Ang TES na mgkaroon Ng pondo pra sa aming mga anak ba gustong Ng aral🙏,0
Twitter,bakit puro new scholar ang ched na pinost?,0
Facebook-REGION 11,"Magpagawas lang kos akong gibati with regards sa among school. July pa man gud narelease sa government among kwarta. November nalang wala gihapon naghatag ang CHRISTIAN COLLEGES OF SOUTHEAST ASIA. Gipa pirma mi nila nga nadawat na namo ang kwarta pero wala pa silay girelease sa amoa. Daghan najud mi napungot. Even among TOR di man lang mahatag hatag dayon, muabot pa ug Bulan. Graduate na diay ko. Unsa may aksyon ani. Kami mga students, NEED jud kaayo namo ug kwarta pero sige lang sila ingon ug ""just wait for the announcement"". Hantod kanus a pa diay mi maghulat? Next Yr? Nganong ang uban school man dali raman kaayo nila mahatag sa ilang students.

Pasensya kaayo ma'am/Sir, need rajud nako inyong tabang kay kailangan kaayo nako ug kwarta. Dummy acct rani kay Di ko gusto makabalo ang ccsa kung kinsa ko.

Hopefully matabangan mi ninyo. Please maluoy mo 😭😭😭😭😭😭😭😭😭😭😭 😭 😭 😭 😭 😭 😭 😭 😭 😭😭",0
Twitter,"dapat hindi talaga ako lilipat kasi gusto ko talaga sa school ko dati nung shs, super enjoyable talaga kaso putangina nilipat akodahil sa scholar daw na hindi pa inaaprove ng ched hanggang ngayon putangina ayaw ko na.",0
Twitter,yong bigla ako naexcite after ko makita yong vid tas bigla ko naalala wala pa pala akong pamasahe paalis dito hahsshshs what f mag cry na lang ako?ched unifast baka naman po,0
Facebook-REGION 5,Yong new grantees kaya kilan...?,0
Facebook-REGION 11,Hays Christian Colleges of Southeast Asia. Izzo beri ka langayan. Mag pasko nalang. Masuko raba ipost. Ang TOR ala pa pud.,0
Facebook-REGION 5,"Maski po late na,lubos po ako nagpapasalamat sa CHED PINASkolar Region 5 Bicol sa pag hatag saakon sin napaka dako na bulig sa pag suporta saakon pag eskwela,di lang po ako an nabuligan pati an akon pamilya.Dahil po sani na subsidy tuloy tuloy po an akon pagklase kun wara po sani seguro dili po ako makatapos sin pag klase didi po sa Liceo de San jacinto foundation Inc.Sa tanan po na staff sa liceo salamat po sin damo,lalo na po kanda maam Dothy kad Maam Carmina sa pagtyaga sa pag asikaso san amon requirements ♥️.. Salamat po sa permi pag update saamon God bless you po💕..

#salamat Unifast
#salamat CHED",0
Facebook-REGION 10,Hello po... Magandang araw po.. Toto o po ba na hindi mababudgetan ng Ched o TES ang school year 2022..sana po may makasagot...New grantees po sana.. New grantees kasi anak ko po..,0
Facebook-REGION 5,"TES 3B CUTIEEE PLSSSS..
Any updates naman po. 😘",0
Facebook-REGION 11,wa pay balita sa dorsu na tdp? hehe 😆,0
Facebook-REGION 11,Ask lang sa mga taga Holy Cross if naa na bay nakadawat CHED- TDP A.Y. 2021-2022?,0
Twitter,"Good day! Cong. 
@rex_gatchalian
, Can I still visit your office this week po? Para po matulungan ako ng officeina nyo po regarding sa scholarship grants na hindi pa po nakukuha since 2019-2022. 

Context: TDP scholar po ako and ang sabe ng CHED StuFAPs na ang NCR UNIFAST na raw po-",0
Twitter,"Good day! Cong. 
@rex_gatchalian
, Can I still visit your office this week po? Para po matulungan ako ng officeina nyo po regarding sa scholarship grants na hindi pa po nakukuha since 2019-2022. 

Context: TDP scholar po ako and ang sabe ng CHED StuFAPs na ang NCR UNIFAST na raw po-",0
Twitter,bat wala pa kaming scholar ched din naman kami,0
Twitter,"about sa unreleased scholarship grants ko + Cong Rex will talk to the ched and my school boss to settle this issue. As u know, marami kaming graduates na na hindi pa nakukuha yung sa scholar namin pero mukhang makukuha na namin bcos of Cong 
@rex_gatchalian
 . Tysm po talaga!",0
Twitter,ched scholar at him nasaan na kayo,0
Twitter,ggraduate naÃ¢â‚¬â„¢t lahat di manilang naka dama masama names sa scholar ng ched hahahahahahhaa,0
Facebook-REGION 11,"Naka experience namog nahatag sa lain ang inyong NOA ?
Tpos up until now , walay refund nor deduction na ni reflect sa mga balances , pero ang mga cmates and batchmates nmo 0 balance na and naa na sad cla refund ..
Jst asking po , RP 🙂 ",0
Facebook-REGION 5,"Goodevening po.

Anyone Po na pwede tumulong para makapag follow up Po sa TDP CHED dito sa OLLCF Daet Region V Bicol. Para sa unang semester Ng 2021-2022. Lahat po karamihan Po kasi dito Sa daet na mga Schools either public or private man eh may nilabas nang Fund pero Ang OLLCF ay wala pa. Anu Po naging problem?

Btw I am thankful Po na naging parte Ng scholarship naito dahil nakapag-aral at nakapagtapos Ako. Ngunit ngaun umaasa parin na makuha ung scholarship fund para First semester at second semester Ng 2021-2022. Ito ay sa kadahilanang nadelay Ang pag release Ng fund eh nangutang Muna para makapagtapos. May interest Po kasi un at habang tumatagal lumalaki. Please makiki follow up man Po. Salamt Po.😊  GODBLESS PO🙏",0
Facebook-REGION 11,Good morning po. Open po ba ang CHED main office sa davao po? Taga tagum city po ako salamat. Verify ko lng po sana account ko. Tagal kona kasing hina na release ng scholar e. Salamat po.,0
Facebook-REGION 11,"When Kaya Davao delnorte 😆

TES",0
Youtube,"2022-2023 daw walang budget, piro yung totoo nito simula pa batch 2021-2022, wala na talagang pundo at kasalukoyang 2nd year at ikalawang semester nadin kami, madami ng ko batchmates ko na huminto sa pag aaral, dahil sa umasang libreng pag aaral ng GOBYERNO,piro yung totoo yung batch 2020-2021 lang last naka avail nito, the rest 2021-2022 is wala ng budget,",0
Youtube,Iba kasi yung presidentenoon Kaysa NgayonMas priority noon educationKaysa Ngayon.,0
Youtube,"Pls do something abt this po, Mr. President. Andaming umaasa sa TES. Malaking tulong po ito para sa mga students na makapagtapos ng pag-aaral, kaya sana po huwag niyo naman hayaang maubusan ng pondo ang mga scholarships at subsidies for students, sana po isa ito sa i-prioritize niyo, hindi yung mga confidential funds ng iba't ibang ahensya. Madami pong maapektuhan. Pleaseee PRIORITIZE EDUCATION. :((",0
Youtube,Sana po bumalik na ung unifast 1st college po ako ng SFC college San Francisco agusan del sur d2 po sa region 13...plz po malaking tulog po tlga sa amin ang tes.plz po.,0
Youtube,Sana wag naman dahil sa TES nakapagtapos ako. Ngayon anak ko nanaman paano nalang kung mawawala to? 😥 😥 😥 ,0
Youtube,"Sino naman kasi nakaisip ng k12 ,yung promote ng k12 Taposwala naman naghintay ng trabaho sa kanila ng k12kasi di na rinSila makaproceed sa college kasi walang scholarshipwalang budget Kaya no wonder marami tambay kaya no wondermerondinng abroadkasi walang tulong ng gobyernosa pinas.

Mabilis pa makapagtrabaho noon yung old curriculumKaysa may k12 at marami naman successfulna tao di dumaan ng k12, wala rin naman trabaho Naghihintay sa k12 patagal Lang yan Makatapos ng high school ang studyante Tapos wala naman tulong gobyerno na financial lalo na sa college,kaya napag iwanan rin ang pinas ng ibang bansa kasi yung ibang bansa supportado ng gobyernoang education tapos complete materials na ang skwelahan para matuto ang studyante Tapos sa pinas walang budget ang educations sa mag aaral .


In my opinion naman kasi di na kailangan Yung k12 patagal Lang yan Makatapospag aral ng studyante nakipagsabayan Lang sa ibang bansa Kaya yan na implement Di naman handainstead Dapat mastery Nalang yung pinatupad yung gusto pumunta sa ibang bansa yung Dapat may k12 pag inalisnaman ang k12 maapektuhan ang Mga guro ng k12 mawalan Sila ng work. Dapat di Nalang nila dinagdagan ng years para Makatapos ng high school total wala naman budget ang tulong ng gobyerno pag college useless rin yung k12 na pinatupad Nila di rin lahat Makatapos ng pag aral ang studyante.Instead k12 pinatupad Dapat subject Nalang yung dinagdaganNila tapos adjust Nalang sa schedule sa weekdays or Pwede naman Siguro advance learning lesson Nalang yung pinatupad ng gobyerno di yung k12.

Imbes yung budget ng k12 noon pinagawa Nalang Sana ng Mga pandagdag na paaralan, pampasweldo ng Mga teachers, paghire ng marami teachers, panggastos ng complete materials ng skwelahan para magamit ng studyante di Sana Kinulang ng budget ang gobyerno.",0
Facebook-CARAGA,"Good morning update po kami sa refund sa nag take nang board exam kasi pangalawang besis na namin nag exam hanggang ngayon wala parin update saamin kung meron bang refund, pero o wala,",0
Facebook-REGION 11,"When kaya SCBMI.KIBLAWAN...
PLSS CHED... HEAR US🙏🙏",0
Facebook-REGION 8,"Cge lang kog pray nga mo abot ang ahung g huwat c TDP CHED SCHOLARSHIP para maka bayad ko this second sem so, pag chat sa gc namo mao to daghan me excited kay maka kuha na adtu sad me dayun humag counting ni Maam Marie Cris thanks Maam og thank you sir Joselito Borong , were so thankful Ched scholarship program kay n apil me sa ka daghan namo n apply but hopefully na apil sad me tanan thank u and God bless po🙏❤️
Makafullpaymentnko were blessed to have u all❤️❤️

#TdpGrantess
#Bist
#TdpChedScholarship
#Mabuhay",0
Facebook-REGION 5,Waiting for TDP CBSUA - Calabanga Cutttieees this year💗🤗,0
Facebook-REGION 5,"Waiting parin CALABANGA COMMUNITY COLLEGE ....TDP grantees

Tagal na 2019 pa........ 2023 nalang",0
Facebook-REGION 5,Ano na po UNEP? When po kaya kayoag rerelease for second sem? Nag post na si UniFAST last november pero hanggang ngayon wala padin po balita. 🤧 May mga for refund pa kayo ta pina iwan nyo yung 10k kahit wala ng balances lol.,0
Facebook-REGION 5,"Hi po.. Goodam po.. Ask q lng po About po sa TES 3A anu po ba balita? Since SY 2019-2020, 2020-2021 taz 2021-2022, wala po kami balita qng kelan marerelease ung para po sa PWD allowance/TES 3A..",0
Twitter,"Concern na family ko sa akin, biro pa ni tatay kung baka tumalon ako sa 2nd floor haha, but ang saya na tanggap nila na hindi ako magkakaron ng honor, pero naaawa ako sa kanila dahil saan na ako kukuha ng ipambabayad sa review center. Hindi ako dost, ched scholar. naiinggit ako.",0
Twitter,"ano ba yung sinasabi mong ako pumili ng class schedule ko? eh scholar ako. bakit parang kasalanan ko pa na under ched ako? eh ang tanong kasi, bakit hindi niyo ako pinag-aral sa eskwelahan na gusto niyo pala e kayo pipili ng schedule ko?",0
Facebook-REGION 5,"wala pa po bang balita para sa mga New Grantees? puro Continuing Grantees ang nakakatanggap, paano naman po kami?",0
Twitter,KAHILAKON KO SULBAD PROBLEMA NAKO SA CHED SCHOLAR TDP MAN KO PERO MA BELONG KOS TES KARON WAAAHHH KALAMEEEE,0
Facebook-REGION 5,"Good day po! Ask ko lang po if kailan kaya po ma rerelease ung para sa 2021-2022 2nd semester po sa COMPUTER ARTS & TECHNOLOGICAL COLLEGE INC, MAIN CAMPUS PO? MARAMING SALAMAT PO.",0
Twitter,Jgh nakakapagod ah ah buti nalang din scholar ako ng ched pampalubag loob sa pag duty haha,0
Youtube,2020-2021 po wla pang unifast natanggap.gusto ko pong magpatuloy sa pag aaral kaso ngayong cemister na Ito may bayad na kailangan pod dw magbayad Kasi Wala na dw unifast.mam maawa po kaayo mahirap lng po kami Wala kaning pambayad sa school,0
Youtube,"2022 applicants, really?! Pero 2021-2022 applicants new grantees wala naman daw pong budget san napunta ang budget?! Masyado niyo kaming pinaasa!",0
Youtube,"60,660 pa tuition ko San ako kukuha future engr sana kaso magmekaniko nalang yata ako hays",0
Youtube,"Bakit ganyan kayo, pano na kami makakapag aral.",0
Youtube,"Bakit naman,sana mahanapan nang solusyon nang ating bagong pangulo",0
Youtube,But still yung mga applicants ng 2020-2021 still receiving the assistance. Yung new applicants lang ang hindi pa gin approve ng congress.,0
Youtube,"Hayst... mas mabuti pa pala c PRRD, hinahanapan ng paraan upang magkakapundo lang ang TES, partida, may pandemic pa yun hah...",0
Youtube,Hindi pa po nakaavail yung mga scholar ng 2022 po maam and sir last year po..hanggang ngayon.,0
Youtube,"Isa po akong 2nd year college student na umaasa sa TES grant (s.y 2021-2022 and up till now) which is nakapasok na daw kami sa portal pero hindi pa verified.Sabi ng grant coordinator namin na posibleng magbayad kami ng tuition pag ala nang TES kasi yung pinapasweldo nila sa mga teachers, inutang lang daw nila. Eh san naman ako kukuha ng 39k+? Hindi pa kasali dyan yung mga libro tapos may summer class pa kami soon. Plano ng mga kaklase ko lilipat na lang ng school tapos balik 1st year na naman kasi ibang course yung kukunin. Sana naman Unifast gawan nyo ng paraan kasi hirap maging estudyante na hindi financially stable. Maraming maaapektuhan nito at posibleng hihinto dahil sa tulong nyo na naging trahedya. Sana naman po ang tulong na gusto nyong ibigay ay hindi maging bangungot sa aming mga estudyante.",0
Youtube,Kawawa naman po ang mga mahihirap😢😢 wala naba pong pag asa na bumalik po ang TES scholarship?,0
Youtube,kung wala ng pondo bakit yung school po namin nagsabi na may unifast pa daw nung enrollment ? halos lahat ng studyante po samin na dismaya na nalaman nila na magbabayad na ng tuition next sem hahaist .. sakit sa mga umasa,0
Youtube,kwawa namn po un ktulad nmin walang kkynang mgpaaral,0
Youtube,Paano kaming mga bago na student sa college!,0
Youtube,"Pano na, lalo na pala Walamakukuha ang anak ko nagtagal na nag apply sa school nila gang Ngayon 3rd year collage na criminalogy pa Ang kurso mahal na Ang tuation, Di parin play makakuha nyang TES na yan,,nasa 570 lang ang sahod ng asawa ko baon na sa utang,, buwan buwan ang byad sa tuitonng anak ko,, Sana naman po matulungan kami mga mahihirap gusto ko lng na makatapos sila sa pag aaral, ayaw Kong ma2lad sa Amin na gang high school lng,,🙏🙏🙏",0
Youtube,Pano Po kaming mga UNIFAST grantee na 2021 nag apply Wala na Po ba kaming makukuha na subsidy?According SA paaralan Po Namin Hindi na kami Kasama SA mga grantee ...,0
Youtube,Pero ba't wala pong budget ang mga 2021-2022 applicants new grantees? Saan po napunta ang budget?😭,0
Youtube,Plsss po wag nmn sna tanggalin yang TES lalo na sa mga poor students tulad namin 1st Year college po Ako umaasa nalang po kmi sa TES sna wag ma wla plsss,0
Youtube,Sa masbate Po Wala daw pong badjet Ang unifast noong 2021- 2022 Wala daw pong matatanggap paano Naman Po kami na umasa pinang utang Po namin ang Pera na pinanggastos sa anaknamin Hanggang Ngayong 2nd year college na sya Ngayong 2023 pinang utang parin namin Ang iba..paasa lang Po kayo sana sinabi nyo Po agad para d kami umasa Ng napakatagal ni singkong doling Walapala,0
Youtube,Sana po kahit sa amin nalang pong mga mahihirap ang mabigyan ng mga scholarship po😢😢 please po tulongan nyo po kaming mahihirap🙏🙏🙏🙏🙏🙏,0
Youtube,Sayang naman! Napunta kasi sa confidential fund ng ilang officeyal ni Vp fiona at ni Presidente sa halip sa mga estudyante ilaan ang tulong!😭😭😭,0
Youtube,Wag kana umasa,0
Youtube,Yon lang tanging pag asa naming magulang n mahihirap upang makatapos Ang aming mga anak n nagsisikap n makapag aral para makapagtapos... . .😭😆😆😆Sana Po magawan p Naman Ng paraan... 🙏🙏🙏,0
Facebook-REGION 8,"Good day maam/sir
I'm a student in Western Leyte College and I'm a scholar of PESFA. Ang uban nako classmate na kabatch kay nakadawat naman sila katong last January 5 pa and ang akoa kay hangtud karon maam/sir kay wala pa. May I know maam/sir ngano wala pa kaha hangtud karon and unsay reason🙂 ... Thank you😊 😊 😊 ",0
Facebook-REGION 5,"Good day po.
Itatanong ko lang po sana about sa delayed grants dahil na-close account po. First week of December nakapag-release na ang school namin for 1st sem (2021-2022), at first week of January naman po for 2nd sem. Isa po ako sa mga hindi pa na-releasan ng first sem dahil nagkaproblema sa account. Although nakapag-open naman na po ng bago by December at naipasa na sa focal person, hindi pa po maprocess dahil kailangan daw po maghintay ng list galing LBP indicating na closed account ka na. Yung iba naman po hindi makapag-open dahil hinihingian ng endorsement letter galing sa school, which is di rin mabibigay kung wala ka sa list. Kaso sa nilabas na list ng LBP last January 18, madami po kaming hindi kasama. Sabi po sa amin ""baka meron pa"" daw sunod na list. May chance pa po ba na makuha yun? Ano pong pwedeng gawin? Halos two months na po kasi after ng first release e. Nasa bank po ba ang problema? Kasi responsive naman po ang focal person namin e. From Bicol University po ako. Thank you❤️",0
Facebook-REGION 5,May pag asa pa kaya yung 2021 and 2022 na mabigyan din,0
Twitter,"Hay ched anu na amon scholar? 2nd year 1st sem pa adtu ya, 3rd year 2nd sem na subong",0
Twitter,"Sabi samin ng school pagbabayarin kami ng tuition fee kasi wala na daw paramdam ang UniFAST at CHED para sa scholarship. Ta*gin@ lang bakit ganon? 
#UniFast #CHED",0
Youtube, @Catlover  totoo po ba yan? D2 sa probinsya nmin wla na natanggap ungga grantees ng 2021-2022,0
Youtube,"Hello po, college student po ako naghahanap din po ako ng scholarship program na tutulong suportahan ang pag-aaral ko, since nagsstruggle po ako financially.",0
Youtube,"imbis binili ng bakulaw, sana jan nalang",0
Youtube,Isa po akosa nalungkot ksi college ang anak kojan lng kmi umasa ang anak ko matitigil syang 2nd sem😢😢😢,0
Youtube,kaya nga dpat malaman i2 ng chairman ng ched qng bt wla na natanggap ang mga grantees ng sy 2021-2022 tawagan nu no. Ng main office nila o kayay patulong kau sa mga mambabatas pra imbistigahan yan...sulatan nu si sen. Riza pra isama nia yan sa paiimbistagahan nia,0
Youtube,Kurakot pa more,0
Youtube,paano po yung year 2021? Wala na din po ba?,0
Youtube,Parang gusto ko na lang mag join sa NPA.,0
Youtube,Ung mga grantees ng sy 2021-2022 bk8 ksali cla hnd nakatanggap ng subsidy sa tertiary educational subsidy ng ched qng 2022-2023 freshmen aplicants lng ang suspendido ang aplication sa skolar? Sana masilip din i2 ni senator riza,0
Twitter,bakit hindi niyo ibigay ang budget na yan sa ched? andaming mga pangarap ang nahahadlangan dahil sa kakulang ng pondo for scholarships. this year mga new applicants for unifast wala ng pag-asa. hirap na makapag-aral kasi sa scholarshio nakasalalay yung kakayanan nila makapag-aral,0
Twitter,So ang friend ko nga naga work sa ched nag tell sa amon about sa unifast kalouy sa mga bag o nga students ba,0
Twitter,tho naa point ang OP pero heâ€™s barking at the wrong tree. DOST is not design para iassist tong less fortunate. itâ€™s for research and development activities. magrender baya silag service. siguro ched and unifast kana. pero shame gihapon sa mga student na dato na mdawat assistance+,0
Youtube,"Can I ask sir f it is possible to avail a TES program,my other son,JOSHUA MEDEL CONEJOS,he is a first year college now,and we are so in need of help from the government.thank you",0
Youtube,"I hope makatulong ito sa Amin, since Wala pa po akong scholarship na na applyan, 1st year college po Ako, lastime na nag apply po Ako puro out of slot na , kaya Sana makatulong po itong information para po sa pag aaral po.",0
Youtube,Kaya this year madaming studyante Ang mag stop Ng pag aaral Kasi nga Wala Ng scholarship.,0
Youtube,Kinurakot Kasi ...,0
Youtube,"Bakit tinanggap daw yung application namin 2021-2022,,
Pero nalaman namin na d na kami kasali 2023 na..2 years kami umasa ..",0
Youtube, @Centi Bots  malay natinlahat pag bigyan. na ang mga. mag aaral ng scholarship. para. mKTapos.kahit saan school pwedebasta may kakayahan.na tapusin ang pinag aaralan.na kurso. kasi. pag d galing sa magaling na school pag dating sa mga companya. d matangap. kawawa nman. kahit graduate kasi d galing. sa UST.san bedaletran,0
Youtube," @Marlou Agana  Yes!! Iboto yan puros ""NAGING MAHIRAP DIN AKO, NARANASAN KO DIN WALANG MAKAIN"" wala akong pake kung naranasan niya yun ang kailangan namin yung mga may UTAK at QUALIFIED talaga......",0
Youtube,.kung walang kurakot malaking pera yan,0
Youtube,?? .... Alam nyo po ba yung studyante gaya ko na nawalan ng pag asa dahil sa news na to? Tapos makakabasa pa ako ng comment na ganto? Unfair naman po yung opinyon nyo sa mga studyanteng nag-aaral ng mabuti gaya ko.,0
Youtube,2nd sem 3rd year college at 1st sem 4th yr wala p rin..mag graduate na po sila sir wala p rin...cguro after election na mkukuha.,0
Youtube,Alam natin ang movements nila tuloy natin ang ating ipaglaban,0
Youtube,"Ano po nangyari sa kapatid ko 2nd year college napo sa last year nakita nya pangalan nya sa post ng unifast , peru hindi pa talaga xa nka tanggap ng tulong 
Dati po dang member ng 4ps",0
Youtube,Ano yun nanakaw din??? Kung nandyan si senator bam hindi nya hahayaan yan,0
Youtube,"Ask ko lang po kung bakit di ako makapag finalized hanggang ngayon, lagi pong ""unifast... is unable to handle this request"". Salamat po",0
Youtube,"Ate , ok lang po ba kung kumuha ako ng educational assistance galing sa kapitan ng brgy namin makakaapekto po ba ito sa scholarship ko po sa Unifast?",0
Youtube,"awitt wag naman tanggalin free tuition fee sa state universities, dyan na nga lang kami umaasa mga working students.😏©",0
Youtube,Ayaw pa rin po mag open nung portal sir :( can't reach this page pa rin po nakalagay,0
Youtube,baka knukorakot na,0
Youtube,Bakit mam sir dito sa negros occidental college of cedar hindi binigay ang atm card at hindi ni release young sec semister pinopost napo sa unifast sa socail media noong dec. Pero hanggang ngayon hindi pa rin ibinigay ng school ang pera..,0
Youtube,"Bakit po sa amin , school na mismo Yung nagbawas Ng pera para sa tuition ,di man lng po namin nahawakan Yung 30k Oct 7 po samin nagbigayan",0
Youtube,Bakit Po Wala nang unifast?,0
Youtube,Dapat hindi kasama ang mga students from well off family sa binibigyan scholarship. Yung mga nasa lower and middle class. Kasi ito yung nasa minimum wage earnings lang. Pati nasa minority goup sama sa scholatship. Basta mapasa yung entrance exams kahit hindi mga honor students ng HS tanggapin ng nga State Universities.,0
Youtube,Dapat scholarship para sa lahathindi lang para sa matatalino langpara walang maging out of school youth diba,0
Youtube,"Dapat ung scholarship dun sa kursong pang healthcare, like doctors, nurses, med tech at tanggalin na ang free tuition fees sa mga state universities lalo na ung mga npa infested na schools",0
Youtube,Dapat yan ang binibigyan ng malaking budget ng gobyerno ang education. Pati na rin healtcare. Paano uunilad ang bansa kung puro mangmang ang mga kabataan.,0
Youtube,Dapat yan ang dapattinutulungan hindi yung mga aktibista!,0
Youtube,Dapat Yung mga lumalaban sa gob na mga scholar alisin sa kanila ilupat sa iba na dilumalaban sa gobyerno,0
Youtube,dapat. lahat kahit d matatalino bigyan ng scholarship para makapag arallahat namag aaral para hindi magkakaroon. ng out school youth.,0
Youtube,"Eh! Paano yung mga estudyante n mtatalino with high honors at jming mga magulang itutos s pag -aaral lalot nawalan po ako ng work due to pandemic my company close,ofw po ako n ngayun nsa Philippines n walang makuhang trabaho. 13 years akobg ofw now im nothing here in the Philippines its do difficult to survive here in the Philippines. God bless.tq",0
Youtube,"Gobyerno natin pabagsak na..sayang ang mga matatalinong bata na walang pang aral.yan na lang sana ang pag asa nila..mawawala pa..Gising na mga botante wag na ibuto ang mga korap na tao..
Kahit sa pag aaral lang mailebre ang mga kabataan masaya na ang mga magulang..",0
Youtube,"Good day po sir, until now di pa din ako maka pasok sa portal kahit na nasa schedule po na ng region namin ang pag sign in ayaw pa din.",0
Youtube,"Good day po sir. Ask ko lang po Yung problem namin with regards po sa pag access nung Mastercard portal. Everytime na nagla log in po ako using my new password na pinalitan ko po, ayaw mag log in. Laging error po siya kahit madaling araw ako nag a attempt ayaw po talaga. Sana matulungan po kami.",0
Youtube,Good day po Sir. I have a concern po regarding sa Landbank Mastercard.  Naaccessed ko naman po yung Cardholder Portal nung pinalitan ko po yung  password ko kaso nung nag log in po ako gamit yung new password lagi pong nageerror. Based po sa post ng page ng school po namin exported na po yung Landbank TES Card ko po. Ano po ang dapat ko pong gawin? Thank you po.,0
Youtube,"GOOD DAY PO!

Sir, Inquire ko po sana yung about sa Unifast na site then sa Portal may Landbank Mastercard Prepaid Card para sa mag fillout ng form, kaso sir Not Found po ang site or error 404, Paano po ba pwedeng gawin para makapag fillout po sir? Thankyou po.",0
Youtube,Good day. Nagfill up na po ako at nafinalize na rin. Kaya lang po ayaw po magopen nung generated application form. Paano pogagawin? Thank you po,0
